Date,case_rate,cases,death_rate,deaths,location
4/16/2020,94.77,32,,,LOS ANGELES - CENTURY PALMS/COVE
4/16/2020,102.53,38,,,LOS ANGELES - CHATSWORTH
4/16/2020,130.85,12,,,LOS ANGELES - CHEVIOT HILLS
4/16/2020,--,--,,,LOS ANGELES - CHINATOWN
4/16/2020,82.46,12,,,LOS ANGELES - CLOVERDALE/COCHRAN
4/16/2020,191.38,29,,,LOS ANGELES - COUNTRY CLUB PARK
4/16/2020,159.09,22,,,LOS ANGELES - CRENSHAW DISTRICT
4/16/2020,395.85,45,,,LOS ANGELES - CRESTVIEW
4/16/2020,120.26,36,,,LOS ANGELES - DEL REY
4/16/2020,98.16,27,,,LOS ANGELES - DOWNTOWN
4/16/2020,121.25,48,,,LOS ANGELES - EAGLE ROCK
4/16/2020,184.38,54,,,LOS ANGELES - EAST HOLLYWOOD
4/16/2020,70.15,10,,,LOS ANGELES - ECHO PARK
4/16/2020,110.03,46,,,LOS ANGELES - EL SERENO
4/16/2020,87.54,5,,,LOS ANGELES - ELYSIAN PARK
4/16/2020,88.49,9,,,LOS ANGELES - ELYSIAN VALLEY
4/16/2020,123.97,56,,,LOS ANGELES - ENCINO
4/16/2020,--,--,,,LOS ANGELES - EXPOSITION
4/16/2020,129.13,58,,,LOS ANGELES - EXPOSITION PARK
4/16/2020,--,--,,,LOS ANGELES - FAIRCREST HEIGHTS
4/16/2020,114.67,10,,,LOS ANGELES - FIGUEROA PARK SQUARE
4/16/2020,109.6,52,,,LOS ANGELES - FLORENCE-FIRESTONE
4/16/2020,212,67,,,LOS ANGELES - GLASSELL PARK
4/16/2020,111.48,12,,,LOS ANGELES - GRAMERCY PLACE
4/16/2020,97.95,57,,,LOS ANGELES - GRANADA HILLS
4/16/2020,88.35,19,,,LOS ANGELES - GREEN MEADOWS
4/16/2020,299.31,51,,,LOS ANGELES - HANCOCK PARK
4/16/2020,86,25,,,LOS ANGELES - HARBOR CITY
4/16/2020,77.98,34,,,LOS ANGELES - HARBOR GATEWAY
4/16/2020,0,0,,,LOS ANGELES - HARBOR PINES
4/16/2020,138.62,25,,,LOS ANGELES - HARVARD HEIGHTS
4/16/2020,81.72,31,,,LOS ANGELES - HARVARD PARK
4/16/2020,84.73,41,,,LOS ANGELES - HIGHLAND PARK
4/16/2020,173.04,24,,,LOS ANGELES - HISTORIC FILIPINOTOWN
4/16/2020,183.14,125,,,LOS ANGELES - HOLLYWOOD
4/16/2020,159.68,47,,,LOS ANGELES - HOLLYWOOD HILLS
4/16/2020,87.59,25,,,LOS ANGELES - HYDE PARK
4/16/2020,61.93,5,,,LOS ANGELES - JEFFERSON PARK
4/16/2020,118,61,,,LOS ANGELES - KOREATOWN
4/16/2020,153.54,7,,,LOS ANGELES - LAFAYETTE SQUARE
4/16/2020,94.77,40,,,LOS ANGELES - LAKE BALBOA
4/16/2020,144.67,19,,,LOS ANGELES - LAKEVIEW TERRACE
4/16/2020,164.1,25,,,LOS ANGELES - LEIMERT PARK
4/16/2020,67.49,22,,,LOS ANGELES - LINCOLN HEIGHTS
4/16/2020,635.51,51,,,LOS ANGELES - LITTLE ARMENIA
4/16/2020,134.07,38,,,LOS ANGELES - LITTLE BANGLADESH
4/16/2020,--,--,,,LOS ANGELES - LITTLE TOKYO
4/16/2020,--,--,,,LOS ANGELES - LONGWOOD
4/16/2020,97.19,21,,,LOS ANGELES - LOS FELIZ
4/16/2020,--,--,,,LOS ANGELES - MANCHESTER SQUARE
4/16/2020,--,--,,,LOS ANGELES - MANDEVILLE CANYON
4/16/2020,91.83,39,,,LOS ANGELES - MAR VISTA
4/16/2020,183.49,8,,,LOS ANGELES - MARINA PENINSULA
4/16/2020,287.02,223,,,LOS ANGELES - MELROSE
4/16/2020,166.33,25,,,LOS ANGELES - MID-CITY
4/16/2020,116.76,21,,,LOS ANGELES - MIRACLE MILE
4/16/2020,116.07,28,,,LOS ANGELES - MISSION HILLS
4/16/2020,66.27,16,,,LOS ANGELES - MT. WASHINGTON
4/16/2020,90.95,56,,,LOS ANGELES - NORTH HILLS
4/16/2020,97.74,148,,,LOS ANGELES - NORTH HOLLYWOOD
4/16/2020,83.1,58,,,LOS ANGELES - NORTHRIDGE
4/16/2020,155,33,,,LOS ANGELES - PACIFIC PALISADES
4/16/2020,87.04,67,,,LOS ANGELES - PACOIMA
4/16/2020,--,--,,,LOS ANGELES - PALISADES HIGHLANDS
4/16/2020,159.54,70,,,LOS ANGELES - PALMS
4/16/2020,103.65,78,,,LOS ANGELES - PANORAMA CITY
4/16/2020,66.27,9,,,LOS ANGELES - PARK LA BREA
4/16/2020,157.74,66,,,LOS ANGELES - PICO-UNION
4/16/2020,--,--,,,LOS ANGELES - PLAYA DEL REY
4/16/2020,100.48,11,,,LOS ANGELES - PLAYA VISTA
4/16/2020,87.11,31,,,LOS ANGELES - PORTER RANCH
4/16/2020,121.95,8,,,LOS ANGELES - RANCHO PARK
4/16/2020,--,--,,,LOS ANGELES - REGENT SQUARE
4/16/2020,113.55,87,,,LOS ANGELES - RESEDA
4/16/2020,194.13,9,,,LOS ANGELES - RESEDA RANCH
4/16/2020,141.91,6,,,LOS ANGELES - REYNIER VILLAGE
4/16/2020,74.32,58,,,LOS ANGELES - SAN PEDRO
4/16/2020,157.59,7,,,LOS ANGELES - SHADOW HILLS
4/16/2020,97.42,85,,,LOS ANGELES - SHERMAN OAKS
4/16/2020,195.09,86,,,LOS ANGELES - SILVERLAKE
4/16/2020,188.77,20,,,LOS ANGELES - SOUTH CARTHAY
4/16/2020,121.18,46,,,LOS ANGELES - SOUTH PARK
4/16/2020,--,--,,,LOS ANGELES - ST ELMO VILLAGE
4/16/2020,98.04,22,,,LOS ANGELES - STUDIO CITY
4/16/2020,91.46,48,,,LOS ANGELES - SUN VALLEY
4/16/2020,176.4,36,,,LOS ANGELES - SUNLAND
4/16/2020,0,0,,,LOS ANGELES - SYCAMORE SQUARE
4/16/2020,155.34,128,,,LOS ANGELES - SYLMAR
4/16/2020,161.94,50,,,LOS ANGELES - TARZANA
4/16/2020,149.44,59,,,LOS ANGELES - TEMPLE-BEAUDRY
4/16/2020,91.75,9,,,LOS ANGELES - THAI TOWN
4/16/2020,80.42,7,,,LOS ANGELES - TOLUCA LAKE
4/16/2020,0,0,,,LOS ANGELES - TOLUCA TERRACE
4/16/2020,--,--,,,LOS ANGELES - TOLUCA WOODS
4/16/2020,75.51,21,,,LOS ANGELES - TUJUNGA
4/16/2020,--,--,,,LOS ANGELES - UNIVERSITY HILLS
4/16/2020,101.98,28,,,LOS ANGELES - UNIVERSITY PARK
4/16/2020,126.6,38,,,LOS ANGELES - VALLEY GLEN
4/16/2020,173.95,43,,,LOS ANGELES - VALLEY VILLAGE
4/16/2020,111.6,104,,,LOS ANGELES - VAN NUYS
4/16/2020,94.44,32,,,LOS ANGELES - VENICE
4/16/2020,116.28,20,,,LOS ANGELES - VERMONT KNOLLS
4/16/2020,235.08,18,,,LOS ANGELES - VERMONT SQUARE
4/16/2020,80.12,33,,,LOS ANGELES - VERMONT VISTA
4/16/2020,92.31,48,,,LOS ANGELES - VERNON CENTRAL
4/16/2020,214.31,18,,,LOS ANGELES - VICTORIA PARK
4/16/2020,135.35,5,,,LOS ANGELES - VIEW HEIGHTS
4/16/2020,70.3,30,,,LOS ANGELES - WATTS
4/16/2020,--,--,,,LOS ANGELES - WELLINGTON SQUARE
4/16/2020,191.82,53,,,LOS ANGELES - WEST ADAMS
4/16/2020,64.13,26,,,LOS ANGELES - WEST HILLS
4/16/2020,98.31,37,,,LOS ANGELES - WEST LOS ANGELES
4/16/2020,151,81,,,LOS ANGELES - WEST VERNON
4/16/2020,77.51,40,,,LOS ANGELES - WESTCHESTER
4/16/2020,151.63,90,,,LOS ANGELES - WESTLAKE
4/16/2020,68.38,37,,,LOS ANGELES - WESTWOOD
4/16/2020,80.27,29,,,LOS ANGELES - WHOLESALE DISTRICT
4/16/2020,74.35,42,,,LOS ANGELES - WILMINGTON
4/16/2020,115.61,58,,,LOS ANGELES - WILSHIRE CENTER
4/16/2020,112,58,,,LOS ANGELES - WINNETKA
4/16/2020,114.61,78,,,LOS ANGELES - WOODLAND HILLS
4/16/2020,--,--,,,UNINCORPORATED - ACTON
4/16/2020,--,--,,,UNINCORPORATED - AGUA DULCE
4/16/2020,89.41,39,,,UNINCORPORATED - ALTADENA
4/16/2020,0,0,,,UNINCORPORATED - ANAVERDE
4/16/2020,--,--,,,UNINCORPORATED - ANGELES NATIONAL FOREST
4/16/2020,--,--,,,UNINCORPORATED - ARCADIA
4/16/2020,94.25,40,,,UNINCORPORATED - ATHENS-WESTMONT
4/16/2020,142.94,7,,,UNINCORPORATED - ATHENS VILLAGE
4/16/2020,--,--,,,UNINCORPORATED - AVOCADO HEIGHTS
4/16/2020,--,--,,,UNINCORPORATED - AZUSA
4/16/2020,60.74,9,,,UNINCORPORATED - BASSETT
4/16/2020,--,--,,,UNINCORPORATED - BOUQUET CANYON
4/16/2020,0,0,,,UNINCORPORATED - BRADBURY
4/16/2020,194.1,15,,,UNINCORPORATED - CANYON COUNTRY
4/16/2020,33.1,9,,,UNINCORPORATED - CASTAIC
4/16/2020,0,0,,,UNINCORPORATED - CERRITOS
4/16/2020,0,0,,,UNINCORPORATED - CLAREMONT
4/16/2020,77.29,13,,,UNINCORPORATED - COVINA
4/16/2020,68.47,9,,,UNINCORPORATED - COVINA (CHARTER OAK)
4/16/2020,113.82,5,,,UNINCORPORATED - DEL AIRE
4/16/2020,0,0,,,UNINCORPORATED - DEL REY
4/16/2020,--,--,,,UNINCORPORATED - DEL SUR
4/16/2020,--,--,,,UNINCORPORATED - DESERT VIEW HIGHLANDS
4/16/2020,0,0,,,UNINCORPORATED - DUARTE
4/16/2020,0,0,,,UNINCORPORATED - EAST COVINA
4/16/2020,94.48,5,,,UNINCORPORATED - EAST LA MIRADA
4/16/2020,0,0,,,UNINCORPORATED - EAST LANCASTER
4/16/2020,92.6,116,,,UNINCORPORATED - EAST LOS ANGELES
4/16/2020,0,0,,,UNINCORPORATED - EAST PASADENA
4/16/2020,78.39,12,,,UNINCORPORATED - EAST RANCHO DOMINGUEZ
4/16/2020,--,--,,,UNINCORPORATED - EAST WHITTIER
4/16/2020,--,--,,,UNINCORPORATED - EL CAMINO VILLAGE
4/16/2020,0,0,,,UNINCORPORATED - EL MONTE
4/16/2020,0,0,,,UNINCORPORATED - ELIZABETH LAKE
4/16/2020,109.73,71,,,UNINCORPORATED - FLORENCE-FIRESTONE
4/16/2020,0,0,,,UNINCORPORATED - GLENDORA
4/16/2020,60.79,34,,,UNINCORPORATED - HACIENDA HEIGHTS
4/16/2020,--,--,,,UNINCORPORATED - HAWTHORNE
4/16/2020,0,0,,,UNINCORPORATED - HI VISTA
4/16/2020,--,--,,,UNINCORPORATED - KAGEL/LOPEZ CANYONS
4/16/2020,55.55,11,,,UNINCORPORATED - LA CRESCENTA-MONTROSE
4/16/2020,0,0,,,UNINCORPORATED - LA HABRA HEIGHTS
4/16/2020,240.96,5,,,UNINCORPORATED - LA RAMBLA
4/16/2020,--,--,,,UNINCORPORATED - LA VERNE
4/16/2020,212.13,15,,,UNINCORPORATED - LADERA HEIGHTS
4/16/2020,0,0,,,UNINCORPORATED - LAKE HUGHES
4/16/2020,53.87,7,,,UNINCORPORATED - LAKE LOS ANGELES
4/16/2020,--,--,,,UNINCORPORATED - LAKE MANOR
4/16/2020,0,0,,,UNINCORPORATED - LAKEWOOD
4/16/2020,84.29,19,,,UNINCORPORATED - LENNOX
4/16/2020,0,0,,,UNINCORPORATED - LEONA VALLEY
4/16/2020,0,0,,,UNINCORPORATED - LITTLEROCK
4/16/2020,--,--,,,UNINCORPORATED - LITTLEROCK/JUNIPER HILLS
4/16/2020,--,--,,,UNINCORPORATED - LITTLEROCK/PEARBLOSSOM
4/16/2020,0,0,,,UNINCORPORATED - LLANO
4/16/2020,63.76,6,,,UNINCORPORATED - MARINA DEL REY
4/16/2020,128.83,5,,,UNINCORPORATED - MONROVIA
4/16/2020,0,0,,,UNINCORPORATED - NEWHALL
4/16/2020,0,0,,,UNINCORPORATED - NORTH LANCASTER
4/16/2020,--,--,,,UNINCORPORATED - NORTH WHITTIER
4/16/2020,29.12,7,,,UNINCORPORATED - NORTHEAST SAN GABRIEL
4/16/2020,0,0,,,UNINCORPORATED - PALMDALE
4/16/2020,0,0,,,UNINCORPORATED - PALOS VERDES PENINSULA
4/16/2020,--,--,,,UNINCORPORATED - PEARBLOSSOM/LLANO
4/16/2020,0,0,,,UNINCORPORATED - PELLISSIER VILLAGE
4/16/2020,0,0,,,UNINCORPORATED - PLACERITA CANYON
4/16/2020,0,0,,,UNINCORPORATED - POMONA
4/16/2020,92.98,12,,,UNINCORPORATED - QUARTZ HILL
4/16/2020,300.64,8,,,UNINCORPORATED - RANCHO DOMINGUEZ
4/16/2020,0,0,,,UNINCORPORATED - ROOSEVELT
4/16/2020,--,--,,,UNINCORPORATED - ROSEWOOD
4/16/2020,0,0,,,UNINCORPORATED - ROSEWOOD/EAST GARDENA
4/16/2020,--,--,,,UNINCORPORATED - ROSEWOOD/WEST RANCHO DOMINGUEZ
4/16/2020,37.24,19,,,UNINCORPORATED - ROWLAND HEIGHTS
4/16/2020,0,0,,,UNINCORPORATED - SAN FRANCISQUITO CANYON/BOUQUET CANYON
4/16/2020,29.67,6,,,UNINCORPORATED - SAN JOSE HILLS
4/16/2020,0,0,,,UNINCORPORATED - SAN PASQUAL
4/16/2020,0,0,,,UNINCORPORATED - SAND CANYON
4/16/2020,--,--,,,UNINCORPORATED - SANTA CATALINA ISLAND
4/16/2020,37.59,7,,,UNINCORPORATED - SANTA MONICA MOUNTAINS
4/16/2020,--,--,,,UNINCORPORATED - SAUGUS
4/16/2020,0,0,,,UNINCORPORATED - SAUGUS/CANYON COUNTRY
4/16/2020,0,0,,,UNINCORPORATED - SOUTH ANTELOPE VALLEY
4/16/2020,--,--,,,UNINCORPORATED - SOUTH EL MONTE
4/16/2020,79.11,7,,,UNINCORPORATED - SOUTH SAN GABRIEL
4/16/2020,52.35,31,,,UNINCORPORATED - SOUTH WHITTIER
4/16/2020,0,0,,,UNINCORPORATED - SOUTHEAST ANTELOPE VALLEY
4/16/2020,52.47,11,,,UNINCORPORATED - STEVENSON RANCH
4/16/2020,--,--,,,UNINCORPORATED - SUN VILLAGE
4/16/2020,--,--,,,UNINCORPORATED - SUNRISE VILLAGE
4/16/2020,--,--,,,UNINCORPORATED - TWIN LAKES/OAT MOUNTAIN
4/16/2020,0,0,,,UNINCORPORATED - VAL VERDE
4/16/2020,--,--,,,UNINCORPORATED - VALENCIA
4/16/2020,51.35,12,,,UNINCORPORATED - VALINDA
4/16/2020,137.52,16,,,UNINCORPORATED - VIEW PARK/WINDSOR HILLS
4/16/2020,148.67,24,,,UNINCORPORATED - WALNUT PARK
4/16/2020,--,--,,,UNINCORPORATED - WEST ANTELOPE VALLEY
4/16/2020,140.36,31,,,UNINCORPORATED - WEST CARSON
4/16/2020,--,--,,,UNINCORPORATED - WEST LA
4/16/2020,61.01,6,,,UNINCORPORATED - WEST PUENTE VALLEY
4/16/2020,--,--,,,UNINCORPORATED - WEST RANCHO DOMINGUEZ
4/16/2020,63.14,17,,,UNINCORPORATED - WEST WHITTIER/LOS NIETOS
4/16/2020,0,0,,,UNINCORPORATED - WESTFIELD/ACADEMY HILLS
4/16/2020,0,0,,,UNINCORPORATED - WESTHILLS
4/16/2020,--,--,,,UNINCORPORATED - WHITE FENCE FARMS
4/16/2020,--,--,,,UNINCORPORATED - WHITTIER
4/16/2020,74.47,26,,,UNINCORPORATED - WILLOWBROOK
4/16/2020,--,--,,,UNINCORPORATED - WISEBURN
4/17/2020,105.35,22,,,CITY OF AGOURA HILLS
4/17/2020,46.12,40,,,CITY OF ALHAMBRA
4/17/2020,46.75,27,,,CITY OF ARCADIA
4/17/2020,59.54,10,,,CITY OF ARTESIA
4/17/2020,0,0,,,CITY OF AVALON
4/17/2020,43.96,22,,,CITY OF AZUSA
4/17/2020,48.2,37,,,CITY OF BALDWIN PARK
4/17/2020,206.43,75,,,CITY OF BELL
4/17/2020,106.8,46,,,CITY OF BELL GARDENS
4/17/2020,78.47,61,,,CITY OF BELLFLOWER
4/17/2020,225.96,78,,,CITY OF BEVERLY HILLS
4/17/2020,--,--,,,CITY OF BRADBURY
4/17/2020,112.89,121,,,CITY OF BURBANK
4/17/2020,106.89,26,,,CITY OF CALABASAS
4/17/2020,152.38,143,,,CITY OF CARSON
4/17/2020,69.91,35,,,CITY OF CERRITOS
4/17/2020,38.37,14,,,CITY OF CLAREMONT
4/17/2020,38.26,5,,,CITY OF COMMERCE
4/17/2020,83.08,83,,,CITY OF COMPTON
4/17/2020,116.25,57,,,CITY OF COVINA
4/17/2020,106.79,26,,,CITY OF CUDAHY
4/17/2020,90.3,36,,,CITY OF CULVER CITY
4/17/2020,38.25,22,,,CITY OF DIAMOND BAR
4/17/2020,103.27,118,,,CITY OF DOWNEY
4/17/2020,90.84,20,,,CITY OF DUARTE
4/17/2020,40.08,47,,,CITY OF EL MONTE
4/17/2020,71.49,12,,,CITY OF EL SEGUNDO
4/17/2020,151.69,93,,,CITY OF GARDENA
4/17/2020,150.13,310,,,CITY OF GLENDALE
4/17/2020,54.96,29,,,CITY OF GLENDORA
4/17/2020,--,--,,,CITY OF HAWAIIAN GARDENS
4/17/2020,100.24,89,,,CITY OF HAWTHORNE
4/17/2020,91.51,18,,,CITY OF HERMOSA BEACH
4/17/2020,0,0,,,CITY OF HIDDEN HILLS
4/17/2020,87.42,52,,,CITY OF HUNTINGTON PARK
4/17/2020,--,--,,,CITY OF INDUSTRY
4/17/2020,127.66,145,,,CITY OF INGLEWOOD
4/17/2020,0,0,,,CITY OF IRWINDALE
4/17/2020,125.65,26,,,CITY OF LA CANADA FLINTRIDGE
4/17/2020,--,--,,,CITY OF LA HABRA HEIGHTS
4/17/2020,52.42,26,,,CITY OF LA MIRADA
4/17/2020,51.6,21,,,CITY OF LA PUENTE
4/17/2020,33.05,11,,,CITY OF LA VERNE
4/17/2020,57.24,46,,,CITY OF LAKEWOOD
4/17/2020,63.13,102,,,CITY OF LANCASTER
4/17/2020,98.17,33,,,CITY OF LAWNDALE
4/17/2020,115.78,24,,,CITY OF LOMITA
4/17/2020,131.86,95,,,CITY OF LYNWOOD
4/17/2020,154.31,20,,,CITY OF MALIBU
4/17/2020,158.34,57,,,CITY OF MANHATTAN BEACH
4/17/2020,124.78,35,,,CITY OF MAYWOOD
4/17/2020,38.66,15,,,CITY OF MONROVIA
4/17/2020,107.18,69,,,CITY OF MONTEBELLO
4/17/2020,61.03,38,,,CITY OF MONTEREY PARK
4/17/2020,86.41,93,,,CITY OF NORWALK
4/17/2020,82.41,131,,,CITY OF PALMDALE
4/17/2020,266.23,36,,,CITY OF PALOS VERDES ESTATES
4/17/2020,96.39,54,,,CITY OF PARAMOUNT
4/17/2020,119.78,77,,,CITY OF PICO RIVERA
4/17/2020,43.61,68,,,CITY OF POMONA
4/17/2020,107.61,46,,,CITY OF RANCHO PALOS VERDES
4/17/2020,122.28,84,,,CITY OF REDONDO BEACH
4/17/2020,--,--,,,CITY OF ROLLING HILLS
4/17/2020,147.91,12,,,CITY OF ROLLING HILLS ESTATES
4/17/2020,28.91,16,,,CITY OF ROSEMEAD
4/17/2020,52.15,18,,,CITY OF SAN DIMAS
4/17/2020,117.83,29,,,CITY OF SAN FERNANDO
4/17/2020,36.63,15,,,CITY OF SAN GABRIEL
4/17/2020,60.25,8,,,CITY OF SAN MARINO
4/17/2020,85.29,188,,,CITY OF SANTA CLARITA
4/17/2020,59.9,11,,,CITY OF SANTA FE SPRINGS
4/17/2020,115.74,107,,,CITY OF SANTA MONICA
4/17/2020,--,--,,,CITY OF SIERRA MADRE
4/17/2020,42.38,5,,,CITY OF SIGNAL HILL
4/17/2020,--,--,,,CITY OF SOUTH EL MONTE
4/17/2020,125.31,123,,,CITY OF SOUTH GATE
4/17/2020,80.6,21,,,CITY OF SOUTH PASADENA
4/17/2020,65.83,24,,,CITY OF TEMPLE CITY
4/17/2020,121.26,181,,,CITY OF TORRANCE
4/17/2020,0,0,,,CITY OF VERNON
4/17/2020,49.13,15,,,CITY OF WALNUT
4/17/2020,51.74,56,,,CITY OF WEST COVINA
4/17/2020,289.57,107,,,CITY OF WEST HOLLYWOOD
4/17/2020,71.77,6,,,CITY OF WESTLAKE VILLAGE
4/17/2020,73.2,64,,,CITY OF WHITTIER
4/17/2020,125.92,5093,,,LOS ANGELES
4/17/2020,195.07,16,,,LOS ANGELES - ADAMS-NORMANDIE
4/17/2020,56.25,7,,,LOS ANGELES - ALSACE
4/17/2020,--,--,,,LOS ANGELES - ANGELINO HEIGHTS
4/17/2020,116.38,40,,,LOS ANGELES - ARLETA
4/17/2020,68.18,10,,,LOS ANGELES - ATWATER VILLAGE
4/17/2020,122.09,38,,,LOS ANGELES - BALDWIN HILLS
4/17/2020,261,22,,,LOS ANGELES - BEL AIR
4/17/2020,207.58,26,,,LOS ANGELES - BEVERLY CREST
4/17/2020,174.6,23,,,LOS ANGELES - BEVERLYWOOD
4/17/2020,74.81,65,,,LOS ANGELES - BOYLE HEIGHTS
4/17/2020,187.37,58,,,LOS ANGELES - BRENTWOOD
4/17/2020,0,0,,,LOS ANGELES - BROOKSIDE
4/17/2020,112.34,8,,,LOS ANGELES - CADILLAC-CORNING
4/17/2020,151.63,99,,,LOS ANGELES - CANOGA PARK
4/17/2020,285.46,41,,,LOS ANGELES - CARTHAY
4/17/2020,141.05,55,,,LOS ANGELES - CENTRAL
4/17/2020,203.25,26,,,LOS ANGELES - CENTURY CITY
4/17/2020,97.73,33,,,LOS ANGELES - CENTURY PALMS/COVE
4/17/2020,113.33,42,,,LOS ANGELES - CHATSWORTH
4/17/2020,130.85,12,,,LOS ANGELES - CHEVIOT HILLS
4/17/2020,--,--,,,LOS ANGELES - CHINATOWN
4/17/2020,89.33,13,,,LOS ANGELES - CLOVERDALE/COCHRAN
4/17/2020,197.98,30,,,LOS ANGELES - COUNTRY CLUB PARK
4/17/2020,166.32,23,,,LOS ANGELES - CRENSHAW DISTRICT
4/17/2020,395.85,45,,,LOS ANGELES - CRESTVIEW
4/17/2020,120.26,36,,,LOS ANGELES - DEL REY
4/17/2020,101.79,28,,,LOS ANGELES - DOWNTOWN
4/17/2020,131.35,52,,,LOS ANGELES - EAGLE ROCK
4/17/2020,198.04,58,,,LOS ANGELES - EAST HOLLYWOOD
4/17/2020,70.15,10,,,LOS ANGELES - ECHO PARK
4/17/2020,110.03,46,,,LOS ANGELES - EL SERENO
4/17/2020,87.54,5,,,LOS ANGELES - ELYSIAN PARK
4/17/2020,98.32,10,,,LOS ANGELES - ELYSIAN VALLEY
4/17/2020,130.61,59,,,LOS ANGELES - ENCINO
4/17/2020,--,--,,,LOS ANGELES - EXPOSITION
4/17/2020,140.26,63,,,LOS ANGELES - EXPOSITION PARK
4/17/2020,--,--,,,LOS ANGELES - FAIRCREST HEIGHTS
4/17/2020,114.67,10,,,LOS ANGELES - FIGUEROA PARK SQUARE
4/17/2020,109.6,52,,,LOS ANGELES - FLORENCE-FIRESTONE
4/17/2020,212,67,,,LOS ANGELES - GLASSELL PARK
4/17/2020,111.48,12,,,LOS ANGELES - GRAMERCY PLACE
4/17/2020,99.67,58,,,LOS ANGELES - GRANADA HILLS
4/17/2020,97.65,21,,,LOS ANGELES - GREEN MEADOWS
4/17/2020,305.18,52,,,LOS ANGELES - HANCOCK PARK
4/17/2020,86,25,,,LOS ANGELES - HARBOR CITY
4/17/2020,80.28,35,,,LOS ANGELES - HARBOR GATEWAY
4/17/2020,0,0,,,LOS ANGELES - HARBOR PINES
4/17/2020,138.62,25,,,LOS ANGELES - HARVARD HEIGHTS
4/17/2020,97.54,37,,,LOS ANGELES - HARVARD PARK
4/17/2020,90.93,44,,,LOS ANGELES - HIGHLAND PARK
4/17/2020,180.25,25,,,LOS ANGELES - HISTORIC FILIPINOTOWN
4/17/2020,184.6,126,,,LOS ANGELES - HOLLYWOOD
4/17/2020,163.08,48,,,LOS ANGELES - HOLLYWOOD HILLS
4/17/2020,94.6,27,,,LOS ANGELES - HYDE PARK
4/17/2020,61.93,5,,,LOS ANGELES - JEFFERSON PARK
4/17/2020,119.94,62,,,LOS ANGELES - KOREATOWN
4/17/2020,153.54,7,,,LOS ANGELES - LAFAYETTE SQUARE
4/17/2020,104.25,44,,,LOS ANGELES - LAKE BALBOA
4/17/2020,159.9,21,,,LOS ANGELES - LAKEVIEW TERRACE
4/17/2020,170.66,26,,,LOS ANGELES - LEIMERT PARK
4/17/2020,73.63,24,,,LOS ANGELES - LINCOLN HEIGHTS
4/17/2020,697.82,56,,,LOS ANGELES - LITTLE ARMENIA
4/17/2020,137.6,39,,,LOS ANGELES - LITTLE BANGLADESH
4/17/2020,--,--,,,LOS ANGELES - LITTLE TOKYO
4/17/2020,--,--,,,LOS ANGELES - LONGWOOD
4/17/2020,97.19,21,,,LOS ANGELES - LOS FELIZ
4/17/2020,--,--,,,LOS ANGELES - MANCHESTER SQUARE
4/17/2020,--,--,,,LOS ANGELES - MANDEVILLE CANYON
4/17/2020,91.83,39,,,LOS ANGELES - MAR VISTA
4/17/2020,183.49,8,,,LOS ANGELES - MARINA PENINSULA
4/17/2020,293.45,228,,,LOS ANGELES - MELROSE
4/17/2020,172.99,26,,,LOS ANGELES - MID-CITY
4/17/2020,116.76,21,,,LOS ANGELES - MIRACLE MILE
4/17/2020,132.65,32,,,LOS ANGELES - MISSION HILLS
4/17/2020,66.27,16,,,LOS ANGELES - MT. WASHINGTON
4/17/2020,95.82,59,,,LOS ANGELES - NORTH HILLS
4/17/2020,101.04,153,,,LOS ANGELES - NORTH HOLLYWOOD
4/17/2020,95.99,67,,,LOS ANGELES - NORTHRIDGE
4/17/2020,155,33,,,LOS ANGELES - PACIFIC PALISADES
4/17/2020,94.83,73,,,LOS ANGELES - PACOIMA
4/17/2020,--,--,,,LOS ANGELES - PALISADES HIGHLANDS
4/17/2020,159.54,70,,,LOS ANGELES - PALMS
4/17/2020,107.64,81,,,LOS ANGELES - PANORAMA CITY
4/17/2020,81,11,,,LOS ANGELES - PARK LA BREA
4/17/2020,181.64,76,,,LOS ANGELES - PICO-UNION
4/17/2020,--,--,,,LOS ANGELES - PLAYA DEL REY
4/17/2020,100.48,11,,,LOS ANGELES - PLAYA VISTA
4/17/2020,92.73,33,,,LOS ANGELES - PORTER RANCH
4/17/2020,121.95,8,,,LOS ANGELES - RANCHO PARK
4/17/2020,--,--,,,LOS ANGELES - REGENT SQUARE
4/17/2020,116.16,89,,,LOS ANGELES - RESEDA
4/17/2020,194.13,9,,,LOS ANGELES - RESEDA RANCH
4/17/2020,141.91,6,,,LOS ANGELES - REYNIER VILLAGE
4/17/2020,89.7,70,,,LOS ANGELES - SAN PEDRO
4/17/2020,157.59,7,,,LOS ANGELES - SHADOW HILLS
4/17/2020,97.42,85,,,LOS ANGELES - SHERMAN OAKS
4/17/2020,199.62,88,,,LOS ANGELES - SILVERLAKE
4/17/2020,188.77,20,,,LOS ANGELES - SOUTH CARTHAY
4/17/2020,126.45,48,,,LOS ANGELES - SOUTH PARK
4/17/2020,--,--,,,LOS ANGELES - ST ELMO VILLAGE
4/17/2020,98.04,22,,,LOS ANGELES - STUDIO CITY
4/17/2020,91.46,48,,,LOS ANGELES - SUN VALLEY
4/17/2020,181.3,37,,,LOS ANGELES - SUNLAND
4/17/2020,0,0,,,LOS ANGELES - SYCAMORE SQUARE
4/17/2020,167.48,138,,,LOS ANGELES - SYLMAR
4/17/2020,168.42,52,,,LOS ANGELES - TARZANA
